Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_PayGrades,Chrome 123.0.0.0,,,15-04-2024 14:33:23,15-04-2024 14:34:54,1m - 30.669s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_PayGrades,Chrome 123.0.0.0,,,15-04-2024 14:33:24,15-04-2024 14:34:54,1m - 30.369s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 14:33:24,15-04-2024 14:34:38,1m - 14.266s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:34:38,15-04-2024 14:34:42,3.010s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 14:34:42,15-04-2024 14:34:44,2.543s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,15-04-2024 14:34:44,15-04-2024 14:34:47,3.154s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_payGrades""))",Chrome 123.0.0.0,,,15-04-2024 14:34:47,15-04-2024 14:34:50,2.516s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Pay Grades"")",Chrome 123.0.0.0,,,15-04-2024 14:34:50,15-04-2024 14:34:51,1.381s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:34:51,15-04-2024 14:34:54,3.006s,PASSED
