Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_JobCategories,Chrome 123.0.0.0,,,05-04-2024 11:23:06,05-04-2024 11:23:54,47.700s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_JobCategories,Chrome 123.0.0.0,,,05-04-2024 11:23:06,05-04-2024 11:23:54,47.426s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 11:23:07,05-04-2024 11:23:39,32.316s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:23:39,05-04-2024 11:23:42,3.014s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 11:23:42,05-04-2024 11:23:45,2.532s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,05-04-2024 11:23:45,05-04-2024 11:23:47,2.615s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_jobCategories""))",Chrome 123.0.0.0,,,05-04-2024 11:23:47,05-04-2024 11:23:49,2.059s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Job Categories"")",Chrome 123.0.0.0,,,05-04-2024 11:23:49,05-04-2024 11:23:51,1.385s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:23:51,05-04-2024 11:23:54,3.014s,PASSED
