Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_Locations,Chrome 123.0.0.0,,,15-04-2024 14:58:52,15-04-2024 15:00:35,1m - 42.261s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_Location,Chrome 123.0.0.0,,,15-04-2024 14:58:53,15-04-2024 15:00:35,1m - 41.696s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 14:58:54,15-04-2024 15:00:18,1m - 24.292s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:00:18,15-04-2024 15:00:21,3.019s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 15:00:21,15-04-2024 15:00:24,2.979s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,15-04-2024 15:00:24,15-04-2024 15:00:28,3.677s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_locations""))",Chrome 123.0.0.0,,,15-04-2024 15:00:28,15-04-2024 15:00:30,2.731s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menuWithFilter""), ""Locations"")",Chrome 123.0.0.0,,,15-04-2024 15:00:30,15-04-2024 15:00:32,1.361s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:00:32,15-04-2024 15:00:35,3.010s,PASSED
