Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_JobCategories,Chrome 123.0.0.0,,,04-04-2024 16:08:22,04-04-2024 16:09:06,43.593s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_JobCategories,Chrome 123.0.0.0,,,04-04-2024 16:08:22,04-04-2024 16:09:06,43.391s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,04-04-2024 16:08:23,04-04-2024 16:08:52,28.959s,PASSED
delay(3),Chrome 123.0.0.0,,,04-04-2024 16:08:52,04-04-2024 16:08:55,3.015s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,04-04-2024 16:08:55,04-04-2024 16:08:57,2.230s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,04-04-2024 16:08:57,04-04-2024 16:08:59,2.500s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_jobCategories""))",Chrome 123.0.0.0,,,04-04-2024 16:08:59,04-04-2024 16:09:01,2.030s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Job Categories"")",Chrome 123.0.0.0,,,04-04-2024 16:09:01,04-04-2024 16:09:03,1.298s,PASSED
delay(3),Chrome 123.0.0.0,,,04-04-2024 16:09:03,04-04-2024 16:09:06,3.007s,PASSED
