Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_UserManagement,Chrome 123.0.0.0,,,04-04-2024 16:16:44,04-04-2024 16:17:27,42.972s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Admin_User,Chrome 123.0.0.0,,,04-04-2024 16:16:44,04-04-2024 16:17:27,42.756s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,04-04-2024 16:16:45,04-04-2024 16:17:13,28.359s,PASSED
delay(3),Chrome 123.0.0.0,,,04-04-2024 16:17:13,04-04-2024 16:17:16,3.013s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,04-04-2024 16:17:16,04-04-2024 16:17:18,2.275s,PASSED
"click(findTestObject(""F_Menu_Admin/F_UserManagement/tab_userManagement""))",Chrome 123.0.0.0,,,04-04-2024 16:17:18,04-04-2024 16:17:21,2.480s,PASSED
"click(findTestObject(""F_Menu_Admin/F_UserManagement/select_users""))",Chrome 123.0.0.0,,,04-04-2024 16:17:21,04-04-2024 16:17:23,2.068s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menuWithFilter""), ""System Users"")",Chrome 123.0.0.0,,,04-04-2024 16:17:23,04-04-2024 16:17:24,1.325s,PASSED
delay(3),Chrome 123.0.0.0,,,04-04-2024 16:17:24,04-04-2024 16:17:27,3.007s,PASSED
