Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_Structure,Chrome 123.0.0.0,,,15-04-2024 14:59:40,15-04-2024 15:01:20,1m - 39.891s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_Structure,Chrome 123.0.0.0,,,15-04-2024 14:59:40,15-04-2024 15:01:20,1m - 39.612s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 14:59:41,15-04-2024 15:01:04,1m - 23.667s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:01:04,15-04-2024 15:01:07,3.010s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 15:01:07,15-04-2024 15:01:10,2.623s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,15-04-2024 15:01:10,15-04-2024 15:01:13,3.443s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_structure""))",Chrome 123.0.0.0,,,15-04-2024 15:01:13,15-04-2024 15:01:15,1.992s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Organization Structure"")",Chrome 123.0.0.0,,,15-04-2024 15:01:15,15-04-2024 15:01:17,1.287s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:01:17,15-04-2024 15:01:20,3.008s,PASSED
