Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_Structure,Chrome 123.0.0.0,,,05-04-2024 11:27:49,05-04-2024 11:28:40,50.955s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_Structure,Chrome 123.0.0.0,,,05-04-2024 11:27:50,05-04-2024 11:28:40,50.684s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 11:27:50,05-04-2024 11:28:26,35.347s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:28:26,05-04-2024 11:28:29,3.015s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 11:28:29,05-04-2024 11:28:31,2.535s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,05-04-2024 11:28:31,05-04-2024 11:28:34,2.832s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_structure""))",Chrome 123.0.0.0,,,05-04-2024 11:28:34,05-04-2024 11:28:36,2.022s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Organization Structure"")",Chrome 123.0.0.0,,,05-04-2024 11:28:36,05-04-2024 11:28:37,1.463s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:28:37,05-04-2024 11:28:40,3.017s,PASSED
