Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Languages,Chrome 123.0.0.0,,,15-04-2024 13:37:23,15-04-2024 13:38:42,1m - 18.970s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Languages,Chrome 123.0.0.0,,,15-04-2024 13:37:23,15-04-2024 13:38:42,1m - 18.419s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 13:37:24,15-04-2024 13:38:26,1m - 1.852s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:38:26,15-04-2024 13:38:29,3.009s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 13:38:29,15-04-2024 13:38:31,2.359s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,15-04-2024 13:38:31,15-04-2024 13:38:35,3.320s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_languages""))",Chrome 123.0.0.0,,,15-04-2024 13:38:35,15-04-2024 13:38:37,2.223s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Languages"")",Chrome 123.0.0.0,,,15-04-2024 13:38:37,15-04-2024 13:38:39,1.689s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:38:39,15-04-2024 13:38:42,3.010s,PASSED
