Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_PayGrades,Chrome 123.0.0.0,,,15-04-2024 13:35:12,15-04-2024 13:36:17,1m - 4.769s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_PayGrades,Chrome 123.0.0.0,,,15-04-2024 13:35:13,15-04-2024 13:36:17,1m - 4.454s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 13:35:13,15-04-2024 13:36:02,48.274s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:36:02,15-04-2024 13:36:05,3.006s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 13:36:05,15-04-2024 13:36:07,2.827s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,15-04-2024 13:36:07,15-04-2024 13:36:11,3.284s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_payGrades""))",Chrome 123.0.0.0,,,15-04-2024 13:36:11,15-04-2024 13:36:13,2.109s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Pay Grades"")",Chrome 123.0.0.0,,,15-04-2024 13:36:13,15-04-2024 13:36:14,1.367s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:36:14,15-04-2024 13:36:17,3.003s,PASSED
