Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Education,Chrome 123.0.0.0,,,05-04-2024 13:30:54,05-04-2024 13:31:43,48.715s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Education,Chrome 123.0.0.0,,,05-04-2024 13:30:54,05-04-2024 13:31:43,48.458s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 13:30:55,05-04-2024 13:31:27,32.428s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 13:31:27,05-04-2024 13:31:30,3.021s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 13:31:30,05-04-2024 13:31:33,2.542s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,05-04-2024 13:31:33,05-04-2024 13:31:36,2.891s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_education""))",Chrome 123.0.0.0,,,05-04-2024 13:31:36,05-04-2024 13:31:38,2.234s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Education"")",Chrome 123.0.0.0,,,05-04-2024 13:31:38,05-04-2024 13:31:40,1.873s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 13:31:40,05-04-2024 13:31:43,3.009s,PASSED
