Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_MenuPIMs,Windows - Chrome 122.0.0.0,,,15-04-2024 17:17:39,15-04-2024 17:26:10,8m - 31.171s,PASSED
,,,,,,,
Test Cases/Menu_PIM/Navigate_PIM_AddEmployee,Windows - Chrome 122.0.0.0,,,15-04-2024 17:17:40,15-04-2024 17:19:50,2m - 10.334s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Windows - Chrome 122.0.0.0,,,15-04-2024 17:17:40,15-04-2024 17:19:28,1m - 47.764s,PASSED
delay(3),Windows - Chrome 122.0.0.0,,,15-04-2024 17:19:28,15-04-2024 17:19:31,3.018s,PASSED
"click(findTestObject(""F_Menu_PIM/menu_pim""))",Windows - Chrome 122.0.0.0,,,15-04-2024 17:19:31,15-04-2024 17:19:37,5.727s,PASSED
"click(findTestObject(""F_Menu_PIM/tab_addEmployee""))",Windows - Chrome 122.0.0.0,,,15-04-2024 17:19:37,15-04-2024 17:19:43,6.049s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Add Employee"")",Windows - Chrome 122.0.0.0,,,15-04-2024 17:19:43,15-04-2024 17:19:47,4.226s,PASSED
delay(3),Windows - Chrome 122.0.0.0,,,15-04-2024 17:19:47,15-04-2024 17:19:50,3.018s,PASSED
,,,,,,,
Test Cases/Menu_PIM/Navigate_PIM_EmployeeList,Windows - Chrome 122.0.0.0,,,15-04-2024 17:19:50,15-04-2024 17:21:57,2m - 7.130s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Windows - Chrome 122.0.0.0,,,15-04-2024 17:19:50,15-04-2024 17:21:35,1m - 45.130s,PASSED
delay(3),Windows - Chrome 122.0.0.0,,,15-04-2024 17:21:35,15-04-2024 17:21:38,3.019s,PASSED
"click(findTestObject(""F_Menu_PIM/menu_pim""))",Windows - Chrome 122.0.0.0,,,15-04-2024 17:21:38,15-04-2024 17:21:44,5.696s,PASSED
"click(findTestObject(""F_Menu_PIM/tab_employeeList""))",Windows - Chrome 122.0.0.0,,,15-04-2024 17:21:44,15-04-2024 17:21:50,5.899s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menuWithFilter""), ""Employee Information"")",Windows - Chrome 122.0.0.0,,,15-04-2024 17:21:50,15-04-2024 17:21:54,4.144s,PASSED
delay(3),Windows - Chrome 122.0.0.0,,,15-04-2024 17:21:54,15-04-2024 17:21:57,3.012s,PASSED
,,,,,,,
Test Cases/Menu_PIM/Navigate_PIM_OptionalFields,Windows - Chrome 122.0.0.0,,,15-04-2024 17:21:57,15-04-2024 17:24:04,2m - 6.578s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Windows - Chrome 122.0.0.0,,,15-04-2024 17:21:57,15-04-2024 17:23:38,1m - 40.289s,PASSED
delay(3),Windows - Chrome 122.0.0.0,,,15-04-2024 17:23:38,15-04-2024 17:23:41,3.010s,PASSED
"click(findTestObject(""F_Menu_PIM/menu_pim""))",Windows - Chrome 122.0.0.0,,,15-04-2024 17:23:41,15-04-2024 17:23:47,5.978s,PASSED
"click(findTestObject(""F_Menu_PIM/tab_configuration""))",Windows - Chrome 122.0.0.0,,,15-04-2024 17:23:47,15-04-2024 17:23:52,5.294s,PASSED
"click(findTestObject(""F_Menu_PIM/select_optionalFields""))",Windows - Chrome 122.0.0.0,,,15-04-2024 17:23:52,15-04-2024 17:23:57,5.160s,PASSED
"verifyElementText(findTestObject(""F_Menu_PIM/title_menu_pim""), ""Optional Fields"")",Windows - Chrome 122.0.0.0,,,15-04-2024 17:23:57,15-04-2024 17:24:01,3.630s,PASSED
delay(3),Windows - Chrome 122.0.0.0,,,15-04-2024 17:24:01,15-04-2024 17:24:04,3.017s,PASSED
,,,,,,,
Test Cases/Menu_PIM/Navigate_PIM_Report,Windows - Chrome 122.0.0.0,,,15-04-2024 17:24:04,15-04-2024 17:26:10,2m - 6.725s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Windows - Chrome 122.0.0.0,,,15-04-2024 17:24:04,15-04-2024 17:25:48,1m - 43.941s,PASSED
delay(3),Windows - Chrome 122.0.0.0,,,15-04-2024 17:25:48,15-04-2024 17:25:51,3.017s,PASSED
"click(findTestObject(""F_Menu_PIM/menu_pim""))",Windows - Chrome 122.0.0.0,,,15-04-2024 17:25:51,15-04-2024 17:25:57,6.485s,PASSED
"click(findTestObject(""F_Menu_PIM/tab_reports""))",Windows - Chrome 122.0.0.0,,,15-04-2024 17:25:57,15-04-2024 17:26:04,6.250s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menuWithFilter""), ""Employee Reports"")",Windows - Chrome 122.0.0.0,,,15-04-2024 17:26:04,15-04-2024 17:26:07,3.832s,PASSED
delay(3),Windows - Chrome 122.0.0.0,,,15-04-2024 17:26:07,15-04-2024 17:26:10,3.018s,PASSED
