Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Skills,Chrome 123.0.0.0,,,05-04-2024 13:35:12,05-04-2024 13:35:59,47.472s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Skills,Chrome 123.0.0.0,,,05-04-2024 13:35:12,05-04-2024 13:35:59,47.187s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 13:35:12,05-04-2024 13:35:42,29.744s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 13:35:42,05-04-2024 13:35:45,3.013s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 13:35:45,05-04-2024 13:35:48,2.837s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,05-04-2024 13:35:48,05-04-2024 13:35:52,4.420s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_skills""))",Chrome 123.0.0.0,,,05-04-2024 13:35:52,05-04-2024 13:35:54,2.229s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Skills"")",Chrome 123.0.0.0,,,05-04-2024 13:35:54,05-04-2024 13:35:56,1.496s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 13:35:56,05-04-2024 13:35:59,3.008s,PASSED
