Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_LoginLogout,Chrome 123.0.0.0,,,15-04-2024 10:07:08,15-04-2024 10:10:11,3m - 3.258s,PASSED
,,,,,,,
Test Cases/Login/Login_Success,Chrome 123.0.0.0,,,15-04-2024 10:07:08,15-04-2024 10:07:41,32.512s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,15-04-2024 10:07:09,15-04-2024 10:07:11,2.446s,PASSED
navigateToUrl(url_login),Chrome 123.0.0.0,,,15-04-2024 10:07:11,15-04-2024 10:07:24,13.458s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 10:07:24,15-04-2024 10:07:28,3.050s,PASSED
"takeScreenshotAsCheckpoint(""Before Login"")",Chrome 123.0.0.0,,,15-04-2024 10:07:28,15-04-2024 10:07:28,0.733s,PASSED
"setText(findTestObject(""field_username""), valid_username)",Chrome 123.0.0.0,,,15-04-2024 10:07:28,15-04-2024 10:07:31,2.767s,PASSED
"setText(findTestObject(""field_password""), valid_password)",Chrome 123.0.0.0,,,15-04-2024 10:07:31,15-04-2024 10:07:34,2.682s,PASSED
"click(findTestObject(""btn_login""))",Chrome 123.0.0.0,,,15-04-2024 10:07:34,15-04-2024 10:07:35,1.361s,PASSED
delay(5),Chrome 123.0.0.0,,,15-04-2024 10:07:35,15-04-2024 10:07:40,5.018s,PASSED
"takeScreenshotAsCheckpoint(""After Login"")",Chrome 123.0.0.0,,,15-04-2024 10:07:40,15-04-2024 10:07:41,0.570s,PASSED
,,,,,,,
Test Cases/Login/Login_Failed,Chrome 123.0.0.0,,,15-04-2024 10:07:41,15-04-2024 10:08:04,23.483s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,15-04-2024 10:07:41,15-04-2024 10:07:42,1.256s,PASSED
navigateToUrl(url_login),Chrome 123.0.0.0,,,15-04-2024 10:07:42,15-04-2024 10:07:52,9.616s,PASSED
delay(0),Chrome 123.0.0.0,,,15-04-2024 10:07:52,15-04-2024 10:07:52,0.005s,PASSED
"takeScreenshotAsCheckpoint(""Before Login Failed"", [])",Chrome 123.0.0.0,,,15-04-2024 10:07:52,15-04-2024 10:07:54,1.954s,PASSED
"setText(findTestObject(""field_username""), invalid_username)",Chrome 123.0.0.0,,,15-04-2024 10:07:54,15-04-2024 10:07:56,2.694s,PASSED
"setText(findTestObject(""field_password""), invalid_password)",Chrome 123.0.0.0,,,15-04-2024 10:07:56,15-04-2024 10:07:59,2.653s,PASSED
"click(findTestObject(""btn_login""))",Chrome 123.0.0.0,,,15-04-2024 10:07:59,15-04-2024 10:08:00,1.344s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 10:08:00,15-04-2024 10:08:03,3.016s,PASSED
"verifyElementPresent(findTestObject(""verify_loginFailed""), 2)",Chrome 123.0.0.0,,,15-04-2024 10:08:03,15-04-2024 10:08:04,0.311s,PASSED
"takeScreenshotAsCheckpoint(""After Login Failed"", [])",Chrome 123.0.0.0,,,15-04-2024 10:08:04,15-04-2024 10:08:04,0.517s,PASSED
,,,,,,,
Test Cases/Login/Logout_Success,Chrome 123.0.0.0,,,15-04-2024 10:08:04,15-04-2024 10:08:43,39.187s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 10:08:04,15-04-2024 10:08:34,29.441s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 10:08:34,15-04-2024 10:08:37,3.007s,PASSED
"click(findTestObject(""dropdow_logout""))",Chrome 123.0.0.0,,,15-04-2024 10:08:37,15-04-2024 10:08:38,1.339s,PASSED
"click(findTestObject(""btn_logout""))",Chrome 123.0.0.0,,,15-04-2024 10:08:38,15-04-2024 10:08:40,2.304s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 10:08:40,15-04-2024 10:08:43,3.006s,PASSED
,,,,,,,
Test Cases/SearchMenuBySearchBox_Failed,Chrome 123.0.0.0,,,15-04-2024 10:08:43,15-04-2024 10:09:10,26.700s,PASSED
"callTestCase(findTestCase(""Login/Login_Failed""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 10:08:43,15-04-2024 10:09:10,26.620s,PASSED
,,,,,,,
Test Cases/SearchMenuBySearchBox_Success,Chrome 123.0.0.0,,,15-04-2024 10:09:10,15-04-2024 10:10:11,1m - 1.094s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 10:09:10,15-04-2024 10:10:02,51.879s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 10:10:02,15-04-2024 10:10:05,3.019s,PASSED
"setText(findTestObject(""searchBox_menu""), ""Admin"")",Chrome 123.0.0.0,,,15-04-2024 10:10:05,15-04-2024 10:10:08,2.676s,PASSED
"verifyElementPresent(findTestObject(""verify_searchMenu""), 0)",Chrome 123.0.0.0,,,15-04-2024 10:10:08,15-04-2024 10:10:08,0.416s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 10:10:08,15-04-2024 10:10:11,3.005s,PASSED
