Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Languages,Chrome 123.0.0.0,,,15-04-2024 14:35:15,15-04-2024 14:36:38,1m - 23.553s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Languages,Chrome 123.0.0.0,,,15-04-2024 14:35:15,15-04-2024 14:36:38,1m - 23.131s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 14:35:16,15-04-2024 14:36:23,1m - 6.996s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:36:23,15-04-2024 14:36:26,3.005s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 14:36:26,15-04-2024 14:36:29,2.745s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,15-04-2024 14:36:29,15-04-2024 14:36:32,3.000s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_languages""))",Chrome 123.0.0.0,,,15-04-2024 14:36:32,15-04-2024 14:36:34,2.123s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Languages"")",Chrome 123.0.0.0,,,15-04-2024 14:36:34,15-04-2024 14:36:35,1.365s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:36:35,15-04-2024 14:36:38,3.015s,PASSED
