Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_PayGrades,Chrome 123.0.0.0,,,15-04-2024 14:58:10,15-04-2024 14:59:21,1m - 10.487s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_PayGrades,Chrome 123.0.0.0,,,15-04-2024 14:58:11,15-04-2024 14:59:21,1m - 10.119s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 14:58:11,15-04-2024 14:59:03,51.434s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:59:03,15-04-2024 14:59:06,3.012s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 14:59:06,15-04-2024 14:59:09,3.440s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,15-04-2024 14:59:09,15-04-2024 14:59:11,2.036s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_payGrades""))",Chrome 123.0.0.0,,,15-04-2024 14:59:11,15-04-2024 14:59:16,5.027s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Pay Grades"")",Chrome 123.0.0.0,,,15-04-2024 14:59:16,15-04-2024 14:59:18,1.585s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:59:18,15-04-2024 14:59:21,3.010s,PASSED
