Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_PayGrades,Chrome 123.0.0.0,,,05-04-2024 11:19:53,05-04-2024 11:20:42,49.073s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_PayGrades,Chrome 123.0.0.0,,,05-04-2024 11:19:54,05-04-2024 11:20:42,48.774s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 11:19:54,05-04-2024 11:20:28,33.599s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:20:28,05-04-2024 11:20:31,3.020s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 11:20:31,05-04-2024 11:20:33,2.348s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,05-04-2024 11:20:33,05-04-2024 11:20:36,2.790s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_payGrades""))",Chrome 123.0.0.0,,,05-04-2024 11:20:36,05-04-2024 11:20:38,2.073s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Pay Grades"")",Chrome 123.0.0.0,,,05-04-2024 11:20:38,05-04-2024 11:20:39,1.489s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:20:39,05-04-2024 11:20:42,3.006s,PASSED
