Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Education,Chrome 123.0.0.0,,,05-04-2024 11:28:56,05-04-2024 11:29:44,48.028s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Education,Chrome 123.0.0.0,,,05-04-2024 11:28:56,05-04-2024 11:29:44,47.769s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 11:28:57,05-04-2024 11:29:29,31.981s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:29:29,05-04-2024 11:29:32,3.018s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 11:29:32,05-04-2024 11:29:34,2.410s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,05-04-2024 11:29:34,05-04-2024 11:29:37,3.184s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_education""))",Chrome 123.0.0.0,,,05-04-2024 11:29:37,05-04-2024 11:29:39,2.117s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Education"")",Chrome 123.0.0.0,,,05-04-2024 11:29:39,05-04-2024 11:29:41,1.605s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:29:41,05-04-2024 11:29:44,3.012s,PASSED
