Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_WorkShifts,Chrome 123.0.0.0,,,05-04-2024 10:41:32,05-04-2024 10:42:12,40.001s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_WorkShifts,Chrome 123.0.0.0,,,05-04-2024 10:41:32,05-04-2024 10:42:12,39.817s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 10:41:32,05-04-2024 10:41:58,26.129s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 10:41:58,05-04-2024 10:42:01,3.019s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 10:42:01,05-04-2024 10:42:03,2.192s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,05-04-2024 10:42:03,05-04-2024 10:42:05,1.976s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_workShifts""))",Chrome 123.0.0.0,,,05-04-2024 10:42:05,05-04-2024 10:42:07,2.007s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Work Shifts"")",Chrome 123.0.0.0,,,05-04-2024 10:42:07,05-04-2024 10:42:08,1.200s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 10:42:08,05-04-2024 10:42:12,3.007s,PASSED
