Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_EmploymentStatus,Chrome 123.0.0.0,,,05-04-2024 10:39:46,05-04-2024 10:40:26,40.024s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_EmploymentStatus,Chrome 123.0.0.0,,,05-04-2024 10:39:46,05-04-2024 10:40:26,39.831s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 10:39:47,05-04-2024 10:40:12,25.023s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 10:40:12,05-04-2024 10:40:15,3.005s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 10:40:15,05-04-2024 10:40:17,2.184s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,05-04-2024 10:40:17,05-04-2024 10:40:19,2.378s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_employmentStatus""))",Chrome 123.0.0.0,,,05-04-2024 10:40:19,05-04-2024 10:40:21,2.017s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Employment Status"")",Chrome 123.0.0.0,,,05-04-2024 10:40:21,05-04-2024 10:40:23,1.895s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 10:40:23,05-04-2024 10:40:26,3.007s,PASSED
