Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_GeneralInformation,Chrome 123.0.0.0,,,15-04-2024 13:35:46,15-04-2024 13:37:18,1m - 32.088s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_GeneralInformation,Chrome 123.0.0.0,,,15-04-2024 13:35:46,15-04-2024 13:37:18,1m - 31.730s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 13:35:47,15-04-2024 13:37:03,1m - 16.209s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:37:03,15-04-2024 13:37:06,3.020s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 13:37:06,15-04-2024 13:37:09,2.281s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,15-04-2024 13:37:09,15-04-2024 13:37:11,2.842s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_generalInformation""))",Chrome 123.0.0.0,,,15-04-2024 13:37:11,15-04-2024 13:37:14,2.280s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""General Information"")",Chrome 123.0.0.0,,,15-04-2024 13:37:14,15-04-2024 13:37:15,1.248s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:37:15,15-04-2024 13:37:18,3.020s,PASSED
