Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_EmploymentStatus,Chrome 123.0.0.0,,,05-04-2024 11:22:04,05-04-2024 11:22:51,47.251s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_EmploymentStatus,Chrome 123.0.0.0,,,05-04-2024 11:22:04,05-04-2024 11:22:51,46.980s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 11:22:05,05-04-2024 11:22:37,32.447s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:22:37,05-04-2024 11:22:40,3.014s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 11:22:40,05-04-2024 11:22:42,2.398s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,05-04-2024 11:22:42,05-04-2024 11:22:45,2.216s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_employmentStatus""))",Chrome 123.0.0.0,,,05-04-2024 11:22:45,05-04-2024 11:22:47,2.124s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Employment Status"")",Chrome 123.0.0.0,,,05-04-2024 11:22:47,05-04-2024 11:22:48,1.315s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:22:48,05-04-2024 11:22:51,3.021s,PASSED
