Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Licenses,Chrome 123.0.0.0,,,15-04-2024 11:51:08,15-04-2024 11:52:56,1m - 47.561s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Licenses,Chrome 123.0.0.0,,,15-04-2024 11:51:08,15-04-2024 11:52:56,1m - 47.241s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 11:51:09,15-04-2024 11:52:40,1m - 31.277s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 11:52:40,15-04-2024 11:52:43,3.019s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 11:52:43,15-04-2024 11:52:46,2.475s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,15-04-2024 11:52:46,15-04-2024 11:52:48,2.504s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_licenses""))",Chrome 123.0.0.0,,,15-04-2024 11:52:48,15-04-2024 11:52:51,2.338s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Licenses"")",Chrome 123.0.0.0,,,15-04-2024 11:52:51,15-04-2024 11:52:53,1.859s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 11:52:53,15-04-2024 11:52:56,3.008s,PASSED
