Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Languages,Chrome 123.0.0.0,,,15-04-2024 13:58:24,15-04-2024 13:59:39,1m - 14.852s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Languages,Chrome 123.0.0.0,,,15-04-2024 13:58:24,15-04-2024 13:59:39,1m - 14.406s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 13:58:25,15-04-2024 13:59:24,58.850s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:59:24,15-04-2024 13:59:27,3.011s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 13:59:27,15-04-2024 13:59:29,2.297s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,15-04-2024 13:59:29,15-04-2024 13:59:31,1.909s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_languages""))",Chrome 123.0.0.0,,,15-04-2024 13:59:31,15-04-2024 13:59:35,3.291s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Languages"")",Chrome 123.0.0.0,,,15-04-2024 13:59:35,15-04-2024 13:59:36,1.220s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:59:36,15-04-2024 13:59:39,3.012s,PASSED
