Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Memberships,Chrome 123.0.0.0,,,13-04-2024 18:45:54,13-04-2024 18:47:34,1m - 39.272s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualification_Memberships,Chrome 123.0.0.0,,,13-04-2024 18:45:55,13-04-2024 18:47:34,1m - 38.461s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,13-04-2024 18:45:57,13-04-2024 18:47:18,1m - 21.471s,PASSED
delay(3),Chrome 123.0.0.0,,,13-04-2024 18:47:18,13-04-2024 18:47:21,3.015s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,13-04-2024 18:47:21,13-04-2024 18:47:24,2.398s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,13-04-2024 18:47:24,13-04-2024 18:47:27,3.485s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_memberships""))",Chrome 123.0.0.0,,,13-04-2024 18:47:27,13-04-2024 18:47:29,2.165s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Memberships"")",Chrome 123.0.0.0,,,13-04-2024 18:47:29,13-04-2024 18:47:31,1.376s,PASSED
delay(3),Chrome 123.0.0.0,,,13-04-2024 18:47:31,13-04-2024 18:47:34,3.020s,PASSED
