Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_Locations,Chrome 123.0.0.0,,,15-04-2024 13:35:54,15-04-2024 13:37:22,1m - 28.093s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_Location,Chrome 123.0.0.0,,,15-04-2024 13:35:54,15-04-2024 13:37:22,1m - 27.329s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 13:35:56,15-04-2024 13:37:07,1m - 10.485s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:37:07,15-04-2024 13:37:10,3.023s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 13:37:10,15-04-2024 13:37:12,2.465s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,15-04-2024 13:37:12,15-04-2024 13:37:15,2.783s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_locations""))",Chrome 123.0.0.0,,,15-04-2024 13:37:15,15-04-2024 13:37:17,2.280s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menuWithFilter""), ""Locations"")",Chrome 123.0.0.0,,,15-04-2024 13:37:17,15-04-2024 13:37:19,1.523s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:37:19,15-04-2024 13:37:22,3.008s,PASSED
