Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_Locations,Chrome 123.0.0.0,,,05-04-2024 13:28:40,05-04-2024 13:29:35,55.418s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_Location,Chrome 123.0.0.0,,,05-04-2024 13:28:40,05-04-2024 13:29:35,55.137s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 13:28:40,05-04-2024 13:29:20,39.758s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 13:29:20,05-04-2024 13:29:23,3.020s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 13:29:23,05-04-2024 13:29:26,2.527s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,05-04-2024 13:29:26,05-04-2024 13:29:29,2.719s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_locations""))",Chrome 123.0.0.0,,,05-04-2024 13:29:29,05-04-2024 13:29:31,2.197s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menuWithFilter""), ""Locations"")",Chrome 123.0.0.0,,,05-04-2024 13:29:31,05-04-2024 13:29:32,1.430s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 13:29:32,05-04-2024 13:29:35,3.016s,PASSED
