Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Languages,Chrome 123.0.0.0,,,05-04-2024 11:29:58,05-04-2024 11:30:41,43.607s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Languages,Chrome 123.0.0.0,,,05-04-2024 11:29:58,05-04-2024 11:30:41,43.327s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 11:29:59,05-04-2024 11:30:27,28.185s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:30:27,05-04-2024 11:30:30,3.015s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 11:30:30,05-04-2024 11:30:32,2.580s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,05-04-2024 11:30:32,05-04-2024 11:30:35,2.570s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_languages""))",Chrome 123.0.0.0,,,05-04-2024 11:30:35,05-04-2024 11:30:37,2.110s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Languages"")",Chrome 123.0.0.0,,,05-04-2024 11:30:37,05-04-2024 11:30:38,1.373s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 11:30:38,05-04-2024 11:30:41,3.015s,PASSED
