Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_EmploymentStatus,Chrome 123.0.0.0,,,15-04-2024 15:26:51,15-04-2024 15:28:42,1m - 50.748s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_EmploymentStatus,Chrome 123.0.0.0,,,15-04-2024 15:26:52,15-04-2024 15:28:42,1m - 50.374s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 15:26:53,15-04-2024 15:28:27,1m - 33.803s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:28:27,15-04-2024 15:28:30,3.015s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 15:28:30,15-04-2024 15:28:32,2.518s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,15-04-2024 15:28:32,15-04-2024 15:28:36,3.519s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_employmentStatus""))",Chrome 123.0.0.0,,,15-04-2024 15:28:36,15-04-2024 15:28:38,2.065s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Employment Status"")",Chrome 123.0.0.0,,,15-04-2024 15:28:38,15-04-2024 15:28:39,1.434s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:28:39,15-04-2024 15:28:42,3.014s,PASSED
