Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_Locations,Chrome 123.0.0.0,,,13-04-2024 18:44:24,13-04-2024 18:45:37,1m - 12.635s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_Location,Chrome 123.0.0.0,,,13-04-2024 18:44:24,13-04-2024 18:45:37,1m - 12.292s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,13-04-2024 18:44:25,13-04-2024 18:45:20,55.272s,PASSED
delay(3),Chrome 123.0.0.0,,,13-04-2024 18:45:20,13-04-2024 18:45:23,3.019s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,13-04-2024 18:45:23,13-04-2024 18:45:26,2.553s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,13-04-2024 18:45:26,13-04-2024 18:45:30,3.855s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_locations""))",Chrome 123.0.0.0,,,13-04-2024 18:45:30,13-04-2024 18:45:32,2.334s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menuWithFilter""), ""Locations"")",Chrome 123.0.0.0,,,13-04-2024 18:45:32,13-04-2024 18:45:34,1.589s,PASSED
delay(3),Chrome 123.0.0.0,,,13-04-2024 18:45:34,13-04-2024 18:45:37,3.011s,PASSED
