Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_GeneralInformation,Chrome 123.0.0.0,,,15-04-2024 15:41:05,15-04-2024 15:42:42,1m - 37.904s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_GeneralInformation,Chrome 123.0.0.0,,,15-04-2024 15:41:05,15-04-2024 15:42:42,1m - 37.430s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 15:41:06,15-04-2024 15:42:28,1m - 21.606s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:42:28,15-04-2024 15:42:31,3.011s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 15:42:31,15-04-2024 15:42:33,2.543s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,15-04-2024 15:42:33,15-04-2024 15:42:36,2.558s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_generalInformation""))",Chrome 123.0.0.0,,,15-04-2024 15:42:36,15-04-2024 15:42:38,2.417s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""General Information"")",Chrome 123.0.0.0,,,15-04-2024 15:42:38,15-04-2024 15:42:39,1.355s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:42:39,15-04-2024 15:42:42,3.005s,PASSED
