Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_LoginLogout,Chrome 123.0.0.0,,,15-04-2024 11:22:21,15-04-2024 11:25:19,2m - 58.557s,PASSED
,,,,,,,
Test Cases/Login/Login_Success,Chrome 123.0.0.0,,,15-04-2024 11:22:21,15-04-2024 11:23:05,43.672s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,15-04-2024 11:22:21,15-04-2024 11:22:24,2.532s,PASSED
navigateToUrl(url_login),Chrome 123.0.0.0,,,15-04-2024 11:22:24,15-04-2024 11:22:47,23.652s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 11:22:47,15-04-2024 11:22:50,3.061s,PASSED
"takeScreenshotAsCheckpoint(""Before Login"")",Chrome 123.0.0.0,,,15-04-2024 11:22:50,15-04-2024 11:22:51,1.009s,PASSED
"setText(findTestObject(""field_username""), valid_username)",Chrome 123.0.0.0,,,15-04-2024 11:22:51,15-04-2024 11:22:54,2.879s,PASSED
"setText(findTestObject(""field_password""), valid_password)",Chrome 123.0.0.0,,,15-04-2024 11:22:54,15-04-2024 11:22:57,2.865s,PASSED
"click(findTestObject(""btn_login""))",Chrome 123.0.0.0,,,15-04-2024 11:22:57,15-04-2024 11:22:59,1.446s,PASSED
delay(5),Chrome 123.0.0.0,,,15-04-2024 11:22:59,15-04-2024 11:23:04,5.023s,PASSED
"takeScreenshotAsCheckpoint(""After Login"")",Chrome 123.0.0.0,,,15-04-2024 11:23:04,15-04-2024 11:23:05,0.795s,PASSED
,,,,,,,
Test Cases/Login/Login_Failed,Chrome 123.0.0.0,,,15-04-2024 11:23:05,15-04-2024 11:23:33,28.115s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,15-04-2024 11:23:05,15-04-2024 11:23:06,1.641s,PASSED
navigateToUrl(url_login),Chrome 123.0.0.0,,,15-04-2024 11:23:06,15-04-2024 11:23:18,12.128s,PASSED
delay(0),Chrome 123.0.0.0,,,15-04-2024 11:23:18,15-04-2024 11:23:18,0.005s,PASSED
"takeScreenshotAsCheckpoint(""Before Login Failed"", [])",Chrome 123.0.0.0,,,15-04-2024 11:23:18,15-04-2024 11:23:20,1.664s,PASSED
"setText(findTestObject(""field_username""), invalid_username)",Chrome 123.0.0.0,,,15-04-2024 11:23:20,15-04-2024 11:23:23,2.779s,PASSED
"setText(findTestObject(""field_password""), invalid_password)",Chrome 123.0.0.0,,,15-04-2024 11:23:23,15-04-2024 11:23:26,2.832s,PASSED
"click(findTestObject(""btn_login""))",Chrome 123.0.0.0,,,15-04-2024 11:23:26,15-04-2024 11:23:29,2.742s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 11:23:29,15-04-2024 11:23:32,3.009s,PASSED
"verifyElementPresent(findTestObject(""verify_loginFailed""), 2)",Chrome 123.0.0.0,,,15-04-2024 11:23:32,15-04-2024 11:23:32,0.401s,PASSED
"takeScreenshotAsCheckpoint(""After Login Failed"", [])",Chrome 123.0.0.0,,,15-04-2024 11:23:32,15-04-2024 11:23:33,0.717s,PASSED
,,,,,,,
Test Cases/Login/Logout_Success,Chrome 123.0.0.0,,,15-04-2024 11:23:33,15-04-2024 11:24:13,40.049s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 11:23:33,15-04-2024 11:24:03,30.076s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 11:24:03,15-04-2024 11:24:06,3.013s,PASSED
"click(findTestObject(""dropdow_logout""))",Chrome 123.0.0.0,,,15-04-2024 11:24:06,15-04-2024 11:24:07,1.425s,PASSED
"click(findTestObject(""btn_logout""))",Chrome 123.0.0.0,,,15-04-2024 11:24:07,15-04-2024 11:24:10,2.395s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 11:24:10,15-04-2024 11:24:13,3.009s,PASSED
,,,,,,,
Test Cases/SearchMenuBySearchBox_Failed,Chrome 123.0.0.0,,,15-04-2024 11:24:13,15-04-2024 11:24:38,25.518s,PASSED
"callTestCase(findTestCase(""Login/Login_Failed""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 11:24:13,15-04-2024 11:24:38,25.365s,PASSED
,,,,,,,
Test Cases/SearchMenuBySearchBox_Success,Chrome 123.0.0.0,,,15-04-2024 11:24:38,15-04-2024 11:25:19,40.883s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 11:24:38,15-04-2024 11:25:10,31.386s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 11:25:10,15-04-2024 11:25:13,3.010s,PASSED
"setText(findTestObject(""searchBox_menu""), ""Admin"")",Chrome 123.0.0.0,,,15-04-2024 11:25:13,15-04-2024 11:25:16,2.809s,PASSED
"verifyElementPresent(findTestObject(""verify_searchMenu""), 0)",Chrome 123.0.0.0,,,15-04-2024 11:25:16,15-04-2024 11:25:16,0.470s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 11:25:16,15-04-2024 11:25:19,3.038s,PASSED
