Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Languages,Chrome 123.0.0.0,,,15-04-2024 15:42:26,15-04-2024 15:43:52,1m - 25.525s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Languages,Chrome 123.0.0.0,,,15-04-2024 15:42:27,15-04-2024 15:43:52,1m - 25.257s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 15:42:27,15-04-2024 15:43:36,1m - 8.424s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:43:36,15-04-2024 15:43:39,3.017s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 15:43:39,15-04-2024 15:43:42,2.802s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,15-04-2024 15:43:42,15-04-2024 15:43:45,3.555s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_languages""))",Chrome 123.0.0.0,,,15-04-2024 15:43:45,15-04-2024 15:43:48,2.509s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Languages"")",Chrome 123.0.0.0,,,15-04-2024 15:43:48,15-04-2024 15:43:49,1.254s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:43:49,15-04-2024 15:43:52,3.009s,PASSED
