Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Memberships,Chrome 123.0.0.0,,,05-04-2024 10:47:08,05-04-2024 10:47:49,41.369s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualification_Memberships,Chrome 123.0.0.0,,,05-04-2024 10:47:08,05-04-2024 10:47:49,41.171s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 10:47:09,05-04-2024 10:47:35,26.787s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 10:47:35,05-04-2024 10:47:38,3.017s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 10:47:38,05-04-2024 10:47:41,2.229s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,05-04-2024 10:47:41,05-04-2024 10:47:43,2.560s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_memberships""))",Chrome 123.0.0.0,,,05-04-2024 10:47:43,05-04-2024 10:47:45,1.984s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Memberships"")",Chrome 123.0.0.0,,,05-04-2024 10:47:45,05-04-2024 10:47:46,1.297s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 10:47:46,05-04-2024 10:47:49,3.008s,PASSED
