Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Licenses,Chrome 123.0.0.0,,,15-04-2024 13:37:38,15-04-2024 13:39:08,1m - 30.024s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Licenses,Chrome 123.0.0.0,,,15-04-2024 13:37:40,15-04-2024 13:39:08,1m - 28.449s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 13:37:42,15-04-2024 13:38:54,1m - 11.790s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:38:54,15-04-2024 13:38:57,3.012s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 13:38:57,15-04-2024 13:38:59,2.348s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,15-04-2024 13:38:59,15-04-2024 13:39:02,3.032s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_licenses""))",Chrome 123.0.0.0,,,15-04-2024 13:39:02,15-04-2024 13:39:04,2.009s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Licenses"")",Chrome 123.0.0.0,,,15-04-2024 13:39:04,15-04-2024 13:39:05,1.354s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:39:05,15-04-2024 13:39:08,3.007s,PASSED
