Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_EmploymentStatus,Chrome 123.0.0.0,,,13-04-2024 18:43:56,13-04-2024 18:45:24,1m - 28.809s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_EmploymentStatus,Chrome 123.0.0.0,,,13-04-2024 18:43:56,13-04-2024 18:45:24,1m - 28.012s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,13-04-2024 18:43:58,13-04-2024 18:45:06,1m - 8.331s,PASSED
delay(3),Chrome 123.0.0.0,,,13-04-2024 18:45:06,13-04-2024 18:45:09,3.021s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,13-04-2024 18:45:09,13-04-2024 18:45:12,2.716s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,13-04-2024 18:45:12,13-04-2024 18:45:18,5.730s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_employmentStatus""))",Chrome 123.0.0.0,,,13-04-2024 18:45:18,13-04-2024 18:45:20,2.162s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Employment Status"")",Chrome 123.0.0.0,,,13-04-2024 18:45:20,13-04-2024 18:45:21,1.525s,PASSED
delay(3),Chrome 123.0.0.0,,,13-04-2024 18:45:21,13-04-2024 18:45:24,3.012s,PASSED
