Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Education,Chrome 123.0.0.0,,,15-04-2024 13:36:43,15-04-2024 13:38:08,1m - 24.300s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Education,Chrome 123.0.0.0,,,15-04-2024 13:36:44,15-04-2024 13:38:08,1m - 23.946s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 13:36:44,15-04-2024 13:37:52,1m - 8.150s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:37:52,15-04-2024 13:37:55,3.023s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 13:37:55,15-04-2024 13:37:58,2.865s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,15-04-2024 13:37:58,15-04-2024 13:38:01,2.843s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_education""))",Chrome 123.0.0.0,,,15-04-2024 13:38:01,15-04-2024 13:38:03,2.155s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Education"")",Chrome 123.0.0.0,,,15-04-2024 13:38:03,15-04-2024 13:38:05,1.281s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 13:38:05,15-04-2024 13:38:08,3.003s,PASSED
