Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Nationalities,Chrome 123.0.0.0,,,15-04-2024 13:59:05,15-04-2024 14:00:25,1m - 20.807s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Nationalities,Chrome 123.0.0.0,,,15-04-2024 13:59:05,15-04-2024 14:00:25,1m - 20.492s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 13:59:05,15-04-2024 14:00:12,1m - 7.135s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:00:12,15-04-2024 14:00:15,3.020s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 14:00:15,15-04-2024 14:00:18,2.357s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Nationalities/tab_nationalities""))",Chrome 123.0.0.0,,,15-04-2024 14:00:18,15-04-2024 14:00:21,3.127s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Nationalities"")",Chrome 123.0.0.0,,,15-04-2024 14:00:21,15-04-2024 14:00:22,1.365s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:00:22,15-04-2024 14:00:25,3.010s,PASSED
