Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Education,Chrome 123.0.0.0,,,15-04-2024 14:35:07,15-04-2024 14:36:54,1m - 47.477s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Education,Chrome 123.0.0.0,,,15-04-2024 14:35:07,15-04-2024 14:36:54,1m - 47.101s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 14:35:08,15-04-2024 14:36:38,1m - 29.348s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:36:38,15-04-2024 14:36:41,3.013s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 14:36:41,15-04-2024 14:36:43,2.561s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,15-04-2024 14:36:43,15-04-2024 14:36:48,4.864s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_education""))",Chrome 123.0.0.0,,,15-04-2024 14:36:48,15-04-2024 14:36:50,2.045s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Education"")",Chrome 123.0.0.0,,,15-04-2024 14:36:50,15-04-2024 14:36:51,1.251s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 14:36:51,15-04-2024 14:36:54,3.006s,PASSED
