Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_GeneralInformation,Chrome 123.0.0.0,,,15-04-2024 14:58:52,15-04-2024 15:00:37,1m - 45.404s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_GeneralInformation,Chrome 123.0.0.0,,,15-04-2024 14:58:53,15-04-2024 15:00:37,1m - 44.161s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 14:58:55,15-04-2024 15:00:20,1m - 25.078s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:00:20,15-04-2024 15:00:23,3.011s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 15:00:23,15-04-2024 15:00:26,3.410s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,15-04-2024 15:00:26,15-04-2024 15:00:30,3.417s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_generalInformation""))",Chrome 123.0.0.0,,,15-04-2024 15:00:30,15-04-2024 15:00:33,2.900s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""General Information"")",Chrome 123.0.0.0,,,15-04-2024 15:00:33,15-04-2024 15:00:34,1.489s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 15:00:34,15-04-2024 15:00:37,3.009s,PASSED
