Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Licenses,Chrome 123.0.0.0,,,15-04-2024 09:38:27,15-04-2024 09:39:23,56.850s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Licenses,Chrome 123.0.0.0,,,15-04-2024 09:38:27,15-04-2024 09:39:23,56.339s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 09:38:28,15-04-2024 09:39:08,39.671s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:39:08,15-04-2024 09:39:11,3.024s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 09:39:11,15-04-2024 09:39:14,2.352s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,15-04-2024 09:39:14,15-04-2024 09:39:17,3.630s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_licenses""))",Chrome 123.0.0.0,,,15-04-2024 09:39:17,15-04-2024 09:39:19,1.882s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Licenses"")",Chrome 123.0.0.0,,,15-04-2024 09:39:19,15-04-2024 09:39:20,1.356s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:39:20,15-04-2024 09:39:23,3.014s,PASSED
