Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Organization_Structure,Chrome 123.0.0.0,,,05-04-2024 13:29:52,05-04-2024 13:30:37,44.962s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Organization_Structure,Chrome 123.0.0.0,,,05-04-2024 13:29:53,05-04-2024 13:30:37,44.693s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 13:29:53,05-04-2024 13:30:23,29.343s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 13:30:23,05-04-2024 13:30:26,3.016s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 13:30:26,05-04-2024 13:30:28,2.601s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/tab_organization""))",Chrome 123.0.0.0,,,05-04-2024 13:30:28,05-04-2024 13:30:31,2.830s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Organization/select_structure""))",Chrome 123.0.0.0,,,05-04-2024 13:30:31,05-04-2024 13:30:33,2.059s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Organization Structure"")",Chrome 123.0.0.0,,,05-04-2024 13:30:33,05-04-2024 13:30:34,1.382s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 13:30:34,05-04-2024 13:30:37,3.013s,PASSED
