Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Qualifications_Licenses,Chrome 123.0.0.0,,,05-04-2024 10:48:01,05-04-2024 10:48:47,45.938s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Qualifications_Licenses,Chrome 123.0.0.0,,,05-04-2024 10:48:01,05-04-2024 10:48:47,45.757s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,05-04-2024 10:48:01,05-04-2024 10:48:33,31.657s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 10:48:33,05-04-2024 10:48:36,3.007s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,05-04-2024 10:48:36,05-04-2024 10:48:38,2.157s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/tab_qualifications""))",Chrome 123.0.0.0,,,05-04-2024 10:48:38,05-04-2024 10:48:40,2.382s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Qualifications/select_licenses""))",Chrome 123.0.0.0,,,05-04-2024 10:48:40,05-04-2024 10:48:42,1.980s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Licenses"")",Chrome 123.0.0.0,,,05-04-2024 10:48:42,05-04-2024 10:48:44,1.274s,PASSED
delay(3),Chrome 123.0.0.0,,,05-04-2024 10:48:44,05-04-2024 10:48:47,3.016s,PASSED
