Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_LoginLogout,Chrome 123.0.0.0,,,15-04-2024 09:18:46,15-04-2024 09:21:23,2m - 37.111s,PASSED
,,,,,,,
Test Cases/Login/Login_Success,Chrome 123.0.0.0,,,15-04-2024 09:18:47,15-04-2024 09:19:15,28.103s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,15-04-2024 09:18:47,15-04-2024 09:18:50,2.668s,PASSED
navigateToUrl(url_login),Chrome 123.0.0.0,,,15-04-2024 09:18:50,15-04-2024 09:18:58,8.631s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:18:58,15-04-2024 09:19:01,3.054s,PASSED
"takeScreenshotAsCheckpoint(""Before Login"")",Chrome 123.0.0.0,,,15-04-2024 09:19:01,15-04-2024 09:19:02,0.905s,PASSED
"setText(findTestObject(""field_username""), valid_username)",Chrome 123.0.0.0,,,15-04-2024 09:19:02,15-04-2024 09:19:05,2.775s,PASSED
"setText(findTestObject(""field_password""), valid_password)",Chrome 123.0.0.0,,,15-04-2024 09:19:05,15-04-2024 09:19:08,2.708s,PASSED
"click(findTestObject(""btn_login""))",Chrome 123.0.0.0,,,15-04-2024 09:19:08,15-04-2024 09:19:09,1.376s,PASSED
delay(5),Chrome 123.0.0.0,,,15-04-2024 09:19:09,15-04-2024 09:19:14,5.014s,PASSED
"takeScreenshotAsCheckpoint(""After Login"")",Chrome 123.0.0.0,,,15-04-2024 09:19:14,15-04-2024 09:19:15,0.566s,PASSED
,,,,,,,
Test Cases/Login/Login_Failed,Chrome 123.0.0.0,,,15-04-2024 09:19:15,15-04-2024 09:19:36,21.349s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,15-04-2024 09:19:15,15-04-2024 09:19:16,1.323s,PASSED
navigateToUrl(url_login),Chrome 123.0.0.0,,,15-04-2024 09:19:16,15-04-2024 09:19:24,8.026s,PASSED
delay(0),Chrome 123.0.0.0,,,15-04-2024 09:19:24,15-04-2024 09:19:24,0.006s,PASSED
"takeScreenshotAsCheckpoint(""Before Login Failed"", [])",Chrome 123.0.0.0,,,15-04-2024 09:19:24,15-04-2024 09:19:25,1.232s,PASSED
"setText(findTestObject(""field_username""), invalid_username)",Chrome 123.0.0.0,,,15-04-2024 09:19:25,15-04-2024 09:19:28,2.694s,PASSED
"setText(findTestObject(""field_password""), invalid_password)",Chrome 123.0.0.0,,,15-04-2024 09:19:28,15-04-2024 09:19:31,2.703s,PASSED
"click(findTestObject(""btn_login""))",Chrome 123.0.0.0,,,15-04-2024 09:19:31,15-04-2024 09:19:32,1.347s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:19:32,15-04-2024 09:19:35,3.013s,PASSED
"verifyElementPresent(findTestObject(""verify_loginFailed""), 2)",Chrome 123.0.0.0,,,15-04-2024 09:19:35,15-04-2024 09:19:35,0.316s,PASSED
"takeScreenshotAsCheckpoint(""After Login Failed"", [])",Chrome 123.0.0.0,,,15-04-2024 09:19:35,15-04-2024 09:19:36,0.552s,PASSED
,,,,,,,
Test Cases/Login/Logout_Success,Chrome 123.0.0.0,,,15-04-2024 09:19:36,15-04-2024 09:20:15,38.876s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 09:19:36,15-04-2024 09:20:05,29.031s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:20:05,15-04-2024 09:20:08,3.009s,PASSED
"click(findTestObject(""dropdow_logout""))",Chrome 123.0.0.0,,,15-04-2024 09:20:08,15-04-2024 09:20:10,1.343s,PASSED
"click(findTestObject(""btn_logout""))",Chrome 123.0.0.0,,,15-04-2024 09:20:10,15-04-2024 09:20:12,2.362s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:20:12,15-04-2024 09:20:15,3.017s,PASSED
,,,,,,,
Test Cases/SearchMenuBySearchBox_Failed,Chrome 123.0.0.0,,,15-04-2024 09:20:15,15-04-2024 09:20:40,25.418s,PASSED
"callTestCase(findTestCase(""Login/Login_Failed""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 09:20:15,15-04-2024 09:20:40,25.333s,PASSED
,,,,,,,
Test Cases/SearchMenuBySearchBox_Success,Chrome 123.0.0.0,,,15-04-2024 09:20:40,15-04-2024 09:21:23,43.085s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 09:20:40,15-04-2024 09:21:14,33.885s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:21:14,15-04-2024 09:21:17,3.016s,PASSED
"setText(findTestObject(""searchBox_menu""), ""Admin"")",Chrome 123.0.0.0,,,15-04-2024 09:21:17,15-04-2024 09:21:20,2.658s,PASSED
"verifyElementPresent(findTestObject(""verify_searchMenu""), 0)",Chrome 123.0.0.0,,,15-04-2024 09:21:20,15-04-2024 09:21:20,0.434s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:21:20,15-04-2024 09:21:23,3.010s,PASSED
