Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_Job_WorkShifts,Chrome 123.0.0.0,,,15-04-2024 09:36:32,15-04-2024 09:39:05,2m - 33.775s,PASSED
,,,,,,,
Test Cases/Menu_Admin/Navigate_Job_WorkShifts,Chrome 123.0.0.0,,,15-04-2024 09:36:36,15-04-2024 09:39:05,2m - 29.292s,PASSED
"callTestCase(findTestCase(""Login/Login_Success""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,15-04-2024 09:36:42,15-04-2024 09:38:50,2m - 8.221s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:38:50,15-04-2024 09:38:53,3.017s,PASSED
"click(findTestObject(""F_Menu_Admin/menu_admin""))",Chrome 123.0.0.0,,,15-04-2024 09:38:53,15-04-2024 09:38:56,2.570s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/tab_job""))",Chrome 123.0.0.0,,,15-04-2024 09:38:56,15-04-2024 09:38:58,2.725s,PASSED
"click(findTestObject(""F_Menu_Admin/F_Job/select_workShifts""))",Chrome 123.0.0.0,,,15-04-2024 09:38:58,15-04-2024 09:39:01,2.504s,PASSED
"verifyElementText(findTestObject(""F_Menu_Admin/title_menu""), ""Work Shifts"")",Chrome 123.0.0.0,,,15-04-2024 09:39:01,15-04-2024 09:39:02,1.483s,PASSED
delay(3),Chrome 123.0.0.0,,,15-04-2024 09:39:02,15-04-2024 09:39:05,3.005s,PASSED
